AverageDiscountedReturn,MeanKL,NumTrajs,ExplainedVariance,LossAfter,LossBefore,PolicyExecTime,AverageReturn,StdReturn,Time,Entropy,MaxReturn,ItrTime,Perplexity,dLoss,ProcessExecTime,MeanKLBefore,EnvExecTime,Iteration,MinReturn
-8030.3532355,0.0693498104811,9,-1.39325823452,-0.109065726399,1.17342473516e-08,0.14107155799865723,-13093.7368255,7479.33042427,54.8816294670105,8.49343585968,-145.790224872,1.6254243850708008,4882.61326032,0.109065738134,0.005469322204589844,0.0,0.19614529609680176,40,-21109.8106471
-1864.2929292,0.0926956087351,10,0.381382938559,-0.114092871547,-1.32177664369e-08,0.16643333435058594,-3003.64241382,5726.77114937,56.76120591163635,8.51475715637,-140.569640452,1.8745160102844238,4987.83464841,0.114092858329,0.0077321529388427734,0.0,0.22888994216918945,41,-15103.0725116
-8711.92414944,0.054761916399,9,-1.80134328133,-0.117859341204,2.02682457484e-08,0.10900425910949707,-14208.4562997,5101.20839558,58.28050684928894,8.50225448608,-144.837689491,1.513862133026123,4925.86161781,0.117859361472,0.00572657585144043,0.0,0.21427631378173828,42,-18376.2518978
-6163.63179962,0.07651322335,9,-1.352392966,-0.0931705161929,9.43964995059e-09,0.1154932975769043,-10038.7854829,7140.06008959,59.74252700805664,8.50278759003,-140.133381235,1.4578886032104492,4928.48831415,0.0931705256326,0.0060024261474609375,0.0,0.1930406093597412,43,-18517.5176836
-1244.06077671,0.0697625279427,9,-0.141223756618,-0.0834435224533,1.66726277229e-08,0.13874411582946777,-1988.75012005,5216.52931001,61.43834567070007,8.48688793182,-140.304841714,1.6902027130126953,4850.74670475,0.0834435391259,0.006918668746948242,0.0,0.23998117446899414,44,-16743.3197914
-3623.74906627,0.0844720155001,9,-0.00154104782203,-0.0846405476332,-5.15573361781e-08,0.11172676086425781,-5882.81317043,6435.77460353,62.88984513282776,8.48751163483,-142.184629343,1.4456634521484375,4853.77307372,0.0846404960758,0.005735635757446289,0.0,0.18194055557250977,45,-14370.102236
-3816.07145135,0.0776938647032,9,-2.21665577501,-0.0748738795519,9.70935420952e-09,0.11985301971435547,-6197.37228106,6856.64621364,64.40367364883423,8.47254753113,-140.240567745,1.5108599662780762,4781.68144864,0.0748738892612,0.006531476974487305,0.0,0.19900774955749512,46,-15626.3895983
-1987.8143763,0.075627990067,9,0.157130875931,-0.0782377794385,3.75288493615e-08,0.14441323280334473,-3206.09319293,5730.20755572,65.97308778762817,8.4526720047,-137.62097957,1.5650434494018555,4687.5812558,0.0782378169673,0.006338834762573242,0.0,0.1930217742919922,47,-14219.6801057
-3756.84086895,0.0841166973114,10,-2.50078936386,-0.0762923657894,8.90359874717e-09,0.1459512710571289,-6100.67392196,7348.35928752,67.71203708648682,8.44713783264,-137.879757221,1.7336952686309814,4661.71102578,0.076292374693,0.006548881530761719,0.0,0.20841193199157715,48,-16869.7073829
-849.975665063,0.0846604332328,10,-0.411893501257,-0.113454580307,6.0486744502e-09,0.0989985466003418,-1343.86672832,3600.03236279,69.47347164154053,8.42466545105,-140.637239111,1.7561557292938232,4558.11960916,0.113454586356,0.006617546081542969,0.0,0.20003032684326172,49,-12143.9622226
-63181.881901,0.0143712460995,8,0.0,-0.0324226245284,-3.57627860659e-09,0.18936777114868164,-103350.408381,2312.7792207,1.7588305473327637,8.513630867,-98567.3173454,1.7588350772857666,4982.22006569,0.0324226209521,0.0035402774810791016,0.0,0.0987553596496582,0,-107214.296674
-63555.0525531,0.0918304994702,8,0.974299420802,-0.00267492583953,2.34693295909e-08,0.07395219802856445,-103961.134799,2622.87755755,3.0163967609405518,8.51084327698,-98789.7909721,1.252363920211792,4968.35101831,0.00267494930886,0.0037953853607177734,0.0,0.11788702011108398,1,-107522.790897
